,genome_ID,scaffold,gene_oid,locus_tag,start_coord,end_coord,clust_ID,gene_ID_string,core_whole,40_percent_ID_group,query_start,query_end,evalue,pfam_id,pfam_name,pfam_length
289,637000207,NC_005126,637464300,plu2529,2977812,2979218,65599,637464300,afp2_3_4,NA,69.0,465.0,2.8e-35,pfam04984,Phage_sheath_1,464.0
290,637000207,NC_005126,637464301,plu2530,2979230,2980351,65599,637464301,afp2_3_4,NA,108.0,370.0,6.300000000000001e-28,pfam04984,Phage_sheath_1,464.0
291,637000207,NC_005126,637464302,plu2531,2980404,2980853,65599,637464302,afp1_5,NA,15.0,145.0,4.4e-36,pfam06841,Phage_T4_gp19,134.0
292,637000207,NC_005126,637464303,plu2532,2981560,2982153,65599,637464303,NA,Cluster 69,57.0,136.0,3.1e-12,pfam00486,Trans_reg_C,77.0
295,637000207,NC_005126,637464306,plu2535,2983488,2984081,65599,637464306,NA,Cluster 69,57.0,136.0,3.1e-12,pfam00486,Trans_reg_C,77.0
296,637000249,NC_007912,637920099,Sde_1032,1320352,1321029,65661,637920099,NA,Cluster 6735,10.0,224.0,1.6999999999999998e-47,pfam00083,Sugar_tr,452.0
297,637000249,NC_007912,637920100,Sde_1033,1321308,1323032,65661,637920100,NA,Cluster 5172,15.0,73.0,0.0002,pfam00890,FAD_binding_2,417.0
298,637000249,NC_007912,637920100,Sde_1033,1321308,1323032,65661,637920100,NA,Cluster 5172,77.0,348.0,3.3e-08,pfam00732,GMC_oxred_N,296.0
299,637000249,NC_007912,637920100,Sde_1033,1321308,1323032,65661,637920100,NA,Cluster 5172,438.0,561.0,3.9e-19,pfam05199,GMC_oxred_C,140.0
300,637000249,NC_007912,637920101,Sde_1034,1323087,1323725,65661,637920101,NA,Cluster 6567,66.0,192.0,1.6999999999999997e-23,pfam13618,Gluconate_2-dh3,131.0
301,637000249,NC_007912,637920102,Sde_1035,1323926,1324522,65661,637920102,NA,Cluster 3167,5.0,198.0,3.2000000000000003e-10,pfam13505,OMP_b-brl,178.0
302,637000249,NC_007912,637920103,Sde_1036,1325056,1325625,65661,637920103,afp16,NA,6.0,181.0,2.6e-33,pfam14065,DUF4255,178.0
304,637000249,NC_007912,637920105,Sde_1038,1326736,1328148,65661,637920105,afp2_3_4,NA,127.0,466.0,4.4e-30,pfam04984,Phage_sheath_1,464.0
305,637000249,NC_007912,637920106,Sde_1039,1328196,1328630,65661,637920106,afp1_5,NA,8.0,140.0,6.7e-43,pfam06841,Phage_T4_gp19,134.0
306,637000249,NC_007912,637920107,Sde_1040,1328698,1329144,65661,637920107,afp1_5,NA,8.0,144.0,6.6e-44,pfam06841,Phage_T4_gp19,134.0
308,637000249,NC_007912,637920109,Sde_1042,1330054,1331751,65661,637920109,afp8,NA,38.0,313.0,2.2e-06,pfam05954,Phage_GPD,304.0
309,637000249,NC_007912,637920110,Sde_1043,1331783,1332061,65661,637920110,afp10,NA,7.0,84.0,1.9e-23,pfam05488,PAAR_motif,69.0
310,637000249,NC_007912,637920111,Sde_1044,1332066,1332503,65661,637920111,afp9,NA,33.0,125.0,2.1000000000000002e-20,pfam04965,GPW_gp25,95.0
311,637000249,NC_007912,637920112,Sde_1045,1332518,1335586,65661,637920112,afp11,NA,720.0,964.0,1.1e-07,pfam04865,Baseplate_J,255.0
315,637000249,NC_007912,637920116,Sde_1049,1342732,1344030,65661,637920116,afp15,NA,227.0,353.0,1.1000000000000001e-27,pfam00004,AAA,132.0
316,637000249,NC_007912,637920117,Sde_1050,1344090,1347830,65661,637920117,NA,Cluster 309,235.0,313.0,7.899999999999999e-30,pfam13699,DUF4157,79.0
317,637000249,NC_007912,637920118,Sde_1051,1348610,1350712,65661,637920118,NA,Cluster 6345,54.0,152.0,6.8e-22,pfam00553,CBM_2,101.0
318,637000249,NC_007912,637920118,Sde_1051,1348610,1350712,65661,637920118,NA,Cluster 6345,217.0,332.0,1.3e-09,pfam03422,CBM_6,125.0
319,637000249,NC_007912,637920118,Sde_1051,1348610,1350712,65661,637920118,NA,Cluster 6345,413.0,692.0,8.199999999999997e-118,pfam09492,Pec_lyase,291.0
322,638341115,NZ_AANC01000007,638937150,MED217_08565,65264,66085,65900,638937150,NA,Cluster 222,9.0,64.0,3.5e-14,pfam01471,PG_binding_1,57.0
323,638341115,NZ_AANC01000007,638937150,MED217_08565,65264,66085,65900,638937150,NA,Cluster 222,94.0,272.0,1.4e-61,pfam11860,DUF3380,173.0
324,638341115,NZ_AANC01000007,638937151,MED217_08570,66122,70675,65900,638937151,NA,Cluster 1120,142.0,220.0,3.8e-29,pfam13699,DUF4157,79.0
325,638341115,NZ_AANC01000007,638937151,MED217_08570,66122,70675,65900,638937151,NA,Cluster 1120,1312.0,1434.0,2.8e-06,pfam13930,Endonuclea_NS_2,132.0
331,638341115,NZ_AANC01000007,638937157,MED217_08600,80911,83997,65900,638937157,afp11,NA,729.0,957.0,1.5e-11,pfam04865,Baseplate_J,255.0
332,638341115,NZ_AANC01000007,638937158,MED217_08605,83998,84411,65900,638937158,afp9,NA,28.0,120.0,2.2e-22,pfam04965,GPW_gp25,95.0
333,638341115,NZ_AANC01000007,638937159,MED217_08610,84422,84721,65900,638937159,afp10,NA,19.0,90.0,3.3999999999999995e-23,pfam05488,PAAR_motif,69.0
337,638341115,NZ_AANC01000007,638937163,MED217_08630,87331,87765,65900,638937163,afp1_5,NA,8.0,143.0,4.5999999999999994e-51,pfam06841,Phage_T4_gp19,134.0
338,638341115,NZ_AANC01000007,638937164,MED217_08635,87765,88202,65900,638937164,afp1_5,NA,8.0,140.0,4.3999999999999995e-42,pfam06841,Phage_T4_gp19,134.0
339,638341115,NZ_AANC01000007,638937165,MED217_08640,88243,90204,65900,638937165,afp2_3_4,NA,1.0,649.0,2.2e-35,pfam04984,Phage_sheath_1,464.0
341,638341115,NZ_AANC01000007,638937167,MED217_08650,91065,91667,65900,638937167,afp16,NA,6.0,190.0,6.4e-26,pfam14065,DUF4255,178.0
344,638341115,NZ_AANC01000007,638937170,MED217_08665,93054,93866,65900,638937170,NA,Cluster 564,76.0,138.0,1.1000000000000001e-08,pfam07730,HisKA_3,68.0
345,638341115,NZ_AANC01000007,638937171,MED217_08670,93873,94568,65900,638937171,NA,Cluster 630,22.0,136.0,2e-23,pfam00072,Response_reg,112.0
346,638341115,NZ_AANC01000007,638937171,MED217_08670,93873,94568,65900,638937171,NA,Cluster 630,167.0,223.0,6.9e-15,pfam00196,GerE,57.0
347,638341135,NZ_AAOF01000005,639002322,NB231_06411,194260,197451,65905,639002322,NA,Cluster 2718,177.0,251.0,2.4e-24,pfam13699,DUF4157,79.0
348,638341135,NZ_AAOF01000005,639002322,NB231_06411,194260,197451,65905,639002322,NA,Cluster 2718,376.0,442.0,2.4e-07,pfam01471,PG_binding_1,57.0
352,638341135,NZ_AAOF01000005,639002326,NB231_06431,204029,206068,65905,639002326,afp15,NA,463.0,589.0,1.2999999999999999e-27,pfam00004,AAA,132.0
354,638341135,NZ_AAOF01000005,639002328,NB231_06441,207507,209699,65905,639002328,NA,Cluster 1220,478.0,660.0,3.2000000000000003e-10,pfam09684,Tail_P2_I,136.0
355,638341135,NZ_AAOF01000005,639002329,NB231_06446,209703,211898,65905,639002329,afp11,NA,440.0,630.0,2.8e-14,pfam04865,Baseplate_J,255.0
356,638341135,NZ_AAOF01000005,639002330,NB231_06451,211912,212310,65905,639002330,afp9,NA,30.0,120.0,1.3e-18,pfam04965,GPW_gp25,95.0
359,638341135,NZ_AAOF01000005,639002333,NB231_06466,214701,215780,65905,639002333,afp8,NA,69.0,342.0,1.1999999999999999e-11,pfam05954,Phage_GPD,304.0
362,638341135,NZ_AAOF01000005,639002336,NB231_06481,217345,217854,65905,639002336,afp1_5,NA,5.0,165.0,4.099999999999999e-32,pfam06841,Phage_T4_gp19,134.0
363,638341135,NZ_AAOF01000005,639002337,NB231_06486,217858,219840,65905,639002337,afp2_3_4,NA,6.0,178.0,2.9e-07,pfam04984,Phage_sheath_1,464.0
364,638341135,NZ_AAOF01000005,639002337,NB231_06486,217858,219840,65905,639002337,afp2_3_4,NA,402.0,650.0,3.9999999999999997e-22,pfam04984,Phage_sheath_1,464.0
365,638341135,NZ_AAOF01000005,639002338,NB231_06491,219848,220312,65905,639002338,afp1_5,NA,10.0,151.0,2.3e-29,pfam06841,Phage_T4_gp19,134.0
366,638341135,NZ_AAOF01000005,639002339,NB231_06496,220325,222151,65905,639002339,afp2_3_4,NA,1.0,601.0,5e-61,pfam04984,Phage_sheath_1,464.0
368,638341135,NZ_AAOF01000005,639002341,NB231_06506,223025,223624,65905,639002341,afp16,NA,9.0,188.0,2.8999999999999997e-29,pfam14065,DUF4255,178.0
369,638341135,NZ_AAOF01000005,639002342,NB231_06511,224809,225918,65905,639002342,NA,Cluster 5006,27.0,155.0,4.3999999999999995e-25,pfam08240,ADH_N,109.0
370,638341135,NZ_AAOF01000005,639002342,NB231_06511,224809,225918,65905,639002342,NA,Cluster 5006,197.0,331.0,6.9e-25,pfam00107,ADH_zinc_N,130.0
371,638341135,NZ_AAOF01000005,639002343,NB231_06516,226005,226883,65905,639002343,NA,Cluster 6773,26.0,276.0,2e-59,pfam00756,Esterase,251.0
373,638341135,NZ_AAOF01000005,639002345,NB231_06526,227307,227528,65905,639002345,NA,Cluster 3755,9.0,66.0,7.6e-19,pfam07927,HicA_toxin,58.0
375,639633050,NC_008609,639754399,Ppro_0360,365020,365625,65989,639754399,NA,Cluster 96,50.0,154.0,4.5e-11,pfam12847,Methyltransf_18,110.0
377,639633050,NC_008609,639754401,Ppro_0362,367900,369246,65989,639754401,NA,Cluster 22,243.0,369.0,4.7e-30,pfam00004,AAA,132.0
382,639633050,NC_008609,639754406,Ppro_0367,380244,380669,65989,639754406,afp9,NA,31.0,123.0,4.2e-23,pfam04965,GPW_gp25,95.0
383,639633050,NC_008609,639754407,Ppro_0368,380679,380981,65989,639754407,afp10,NA,21.0,91.0,6.9e-21,pfam05488,PAAR_motif,69.0
384,639633050,NC_008609,639754408,Ppro_0369,381046,382836,65989,639754408,afp8,NA,62.0,340.0,1.2e-05,pfam05954,Phage_GPD,304.0
386,639633050,NC_008609,639754410,Ppro_0371,383693,384166,65989,639754410,afp1_5,NA,16.0,154.0,4.5e-38,pfam06841,Phage_T4_gp19,134.0
387,639633050,NC_008609,639754411,Ppro_0372,384233,384691,65989,639754411,afp1_5,NA,16.0,148.0,1.4e-43,pfam06841,Phage_T4_gp19,134.0
388,639633050,NC_008609,639754412,Ppro_0373,384806,386374,65989,639754412,afp2_3_4,NA,272.0,518.0,4.3e-25,pfam04984,Phage_sheath_1,464.0
390,639633050,NC_008609,639754414,Ppro_0375,387251,387820,65989,639754414,afp16,NA,8.0,182.0,5.999999999999999e-34,pfam14065,DUF4255,178.0
391,639633050,NC_008609,639754415,Ppro_0376,388015,388737,65989,639754415,NA,Cluster 6128,33.0,145.0,2.7e-10,pfam00072,Response_reg,112.0
392,639633050,NC_008609,639754415,Ppro_0376,388015,388737,65989,639754415,NA,Cluster 6128,178.0,234.0,3.7e-19,pfam00196,GerE,57.0
393,639633050,NC_008609,639754416,Ppro_0377,388914,391229,65989,639754416,NA,Cluster 6558,16.0,126.0,7.6e-11,pfam08448,PAS_4,110.0
394,639633050,NC_008609,639754416,Ppro_0377,388914,391229,65989,639754416,NA,Cluster 6558,142.0,249.0,6.400000000000001e-10,pfam08448,PAS_4,110.0
395,639633050,NC_008609,639754416,Ppro_0377,388914,391229,65989,639754416,NA,Cluster 6558,259.0,369.0,5.6e-14,pfam00989,PAS,113.0
396,639633050,NC_008609,639754416,Ppro_0377,388914,391229,65989,639754416,NA,Cluster 6558,524.0,615.0,2.7e-06,pfam00512,HisKA,64.0
397,639633050,NC_008609,639754416,Ppro_0377,388914,391229,65989,639754416,NA,Cluster 6558,658.0,768.0,1.0000000000000001e-20,pfam02518,HATPase_c,106.0
398,639633050,NC_008609,639754417,Ppro_0378,391229,392647,65989,639754417,NA,Cluster 5663,8.0,119.0,2.7e-25,pfam00072,Response_reg,112.0
399,639633050,NC_008609,639754417,Ppro_0378,391229,392647,65989,639754417,NA,Cluster 5663,152.0,318.0,4.8999999999999996e-55,pfam00158,Sigma54_activat,168.0
400,639633050,NC_008609,639754417,Ppro_0378,391229,392647,65989,639754417,NA,Cluster 5663,426.0,466.0,8.500000000000001e-10,pfam02954,HTH_8,42.0
402,639633056,NC_008209,639637488,RD1_4211,4079150,4079830,65995,639637488,NA,Cluster 172,120.0,187.0,2.1e-11,pfam13699,DUF4157,79.0
404,639633056,NC_008209,639637490,RD1_4213,4080197,4081492,65995,639637490,NA,Cluster 912,34.0,424.0,4.8e-29,pfam00497,SBP_bac_3,225.0
405,639633056,NC_008209,639637491,RD1_4214,4081489,4082298,65995,639637491,NA,Cluster 1018,38.0,226.0,4.8e-14,pfam13489,Methyltransf_23,165.0
406,639633056,NC_008209,639637492,RD1_4215,4082802,4083293,65995,639637492,afp16,NA,4.0,153.0,9.1e-25,pfam14065,DUF4255,178.0
408,639633056,NC_008209,639637494,RD1_4217,4084046,4086433,65995,639637494,afp2_3_4,NA,257.0,407.0,4.5e-07,pfam16184,Cadherin_3,144.0
409,639633056,NC_008209,639637494,RD1_4217,4084046,4086433,65995,639637494,afp2_3_4,NA,545.0,791.0,8.7e-27,pfam04984,Phage_sheath_1,464.0
410,639633056,NC_008209,639637495,RD1_4218,4086459,4086917,65995,639637495,afp1_5,NA,16.0,148.0,6.7e-43,pfam06841,Phage_T4_gp19,134.0
411,639633056,NC_008209,639637496,RD1_4219,4086923,4087378,65995,639637496,afp1_5,NA,8.0,148.0,8.1e-43,pfam06841,Phage_T4_gp19,134.0
415,639633056,NC_008209,639637500,RD1_4223,4090042,4090332,65995,639637500,afp10,NA,17.0,87.0,6e-22,pfam05488,PAAR_motif,69.0
416,639633056,NC_008209,639637501,RD1_4224,4090334,4090771,65995,639637501,afp9,NA,29.0,121.0,6.6e-24,pfam04965,GPW_gp25,95.0
422,639633056,NC_008209,639637507,RD1_4231,4102009,4103352,65995,639637507,afp15,NA,243.0,369.0,3.6e-26,pfam00004,AAA,132.0
424,639633056,NC_008209,639637509,RD1_4233,4107162,4108844,65995,639637509,NA,Cluster 2212,33.0,174.0,7.5e-32,pfam01257,2Fe-2S_thioredx,145.0
425,639633056,NC_008209,639637509,RD1_4233,4107162,4108844,65995,639637509,NA,Cluster 2212,213.0,376.0,1.0999999999999999e-44,pfam01512,Complex1_51K,151.0
426,639633056,NC_008209,639637509,RD1_4233,4107162,4108844,65995,639637509,NA,Cluster 2212,398.0,448.0,2.1000000000000002e-10,pfam10531,SLBB,59.0
427,639633056,NC_008209,639637509,RD1_4233,4107162,4108844,65995,639637509,NA,Cluster 2212,485.0,560.0,5.599999999999999e-20,pfam10589,NADH_4Fe-4S,85.0
428,639633056,NC_008209,639637510,RD1_4234,4108848,4111625,65995,639637510,NA,Cluster 2354,2.0,82.0,2.2000000000000003e-19,pfam13510,Fer2_4,82.0
429,639633056,NC_008209,639637510,RD1_4234,4108848,4111625,65995,639637510,NA,Cluster 2354,150.0,209.0,8.5e-08,pfam13187,Fer4_9,53.0
430,639633056,NC_008209,639637510,RD1_4234,4108848,4111625,65995,639637510,NA,Cluster 2354,227.0,280.0,1.5e-17,pfam04879,Molybdop_Fe4S4,55.0
431,639633056,NC_008209,639637510,RD1_4234,4108848,4111625,65995,639637510,NA,Cluster 2354,283.0,723.0,5.699999999999999e-86,pfam00384,Molybdopterin,432.0
432,639633056,NC_008209,639637510,RD1_4234,4108848,4111625,65995,639637510,NA,Cluster 2354,807.0,913.0,7.5e-27,pfam01568,Molydop_binding,111.0
433,639633056,NC_008209,639637511,RD1_4235,4111653,4113329,65995,639637511,NA,Cluster 2218,4.0,558.0,0.0,pfam01268,FTHFS,550.0
434,639857000,NZ_AAMD01000003,639857313,STIAU_1507,56270,57247,65999,639857313,NA,Cluster 1897,23.0,293.0,1.3000000000000001e-12,pfam02274,Amidinotransf,287.0
435,639857000,NZ_AAMD01000003,639857314,STIAU_1508,57226,58248,65999,639857314,NA,Cluster 1954,150.0,321.0,2.8e-35,pfam14518,Haem_oxygenas_2,177.0
436,639857000,NZ_AAMD01000003,639857315,STIAU_1509,58365,58808,65999,639857315,NA,Cluster 2088,46.0,147.0,6.2e-39,pfam12098,DUF3574,103.0
437,639857000,NZ_AAMD01000003,639857316,STIAU_1510,58933,61239,65999,639857316,NA,Cluster 2368,31.0,478.0,5e-56,pfam02055,Glyco_hydro_30,496.0
438,639857000,NZ_AAMD01000003,639857316,STIAU_1510,58933,61239,65999,639857316,NA,Cluster 2368,495.0,613.0,1.1999999999999999e-28,pfam03422,CBM_6,125.0
439,639857000,NZ_AAMD01000003,639857316,STIAU_1510,58933,61239,65999,639857316,NA,Cluster 2368,621.0,752.0,4.7e-06,pfam02018,CBM_4_9,131.0
440,639857000,NZ_AAMD01000003,639857317,STIAU_1511,61247,63517,65999,639857317,afp15,NA,545.0,671.0,2.3999999999999997e-27,pfam00004,AAA,132.0
443,639857000,NZ_AAMD01000003,639857320,STIAU_1514,69929,73579,65999,639857320,afp11,NA,960.0,1144.0,0.00018,pfam04865,Baseplate_J,255.0
444,639857000,NZ_AAMD01000003,639857321,STIAU_1515,73588,74007,65999,639857321,afp9,NA,31.0,123.0,2.4e-21,pfam04965,GPW_gp25,95.0
445,639857000,NZ_AAMD01000003,639857322,STIAU_1516,74008,74310,65999,639857322,afp10,NA,20.0,91.0,2.3e-20,pfam05488,PAAR_motif,69.0
448,639857000,NZ_AAMD01000003,639857325,STIAU_1519,77674,78210,65999,639857325,afp16,NA,9.0,177.0,3.5e-29,pfam14065,DUF4255,178.0
449,639857000,NZ_AAMD01000003,639857326,STIAU_1520,78267,79853,65999,639857326,afp2_3_4,NA,286.0,523.0,1.6e-29,pfam04984,Phage_sheath_1,464.0
451,639857000,NZ_AAMD01000003,639857328,STIAU_1521,79882,80340,65999,639857328,afp1_5,NA,15.0,148.0,2.3999999999999996e-44,pfam06841,Phage_T4_gp19,134.0
452,639857000,NZ_AAMD01000003,639857329,STIAU_1523,80350,80802,65999,639857329,afp1_5,NA,9.0,148.0,8.8e-40,pfam06841,Phage_T4_gp19,134.0
455,639857000,NZ_AAMD01000003,639857332,STIAU_1526,81664,83460,65999,639857332,afp8,NA,39.0,339.0,1.1e-09,pfam05954,Phage_GPD,304.0
456,639857000,NZ_AAMD01000003,639857333,STIAU_1527,83471,85171,65999,639857333,NA,Cluster 2234,293.0,557.0,2.0999999999999994e-99,pfam15521,Ntox11,272.0
457,639857000,NZ_AAMD01000003,639857334,STIAU_1528,85182,87023,65999,639857334,NA,Cluster 2164,130.0,197.0,2.8000000000000003e-09,pfam13699,DUF4157,79.0
458,639857000,NZ_AAMD01000003,639857335,STIAU_1529,87106,87963,65999,639857335,NA,Cluster 955,24.0,285.0,2.9999999999999994e-64,pfam00248,Aldo_ket_red,292.0
461,640048527,NC_002523,640051110,pADAP_67,72867,73328,66004,640051110,NA,Cluster 1153,27.0,151.0,5.799999999999999e-21,pfam03245,Phage_lysis,126.0
462,640048527,NC_002523,640051111,pADAP_68,73523,73726,66004,640051111,NA,Cluster 3858,1.0,62.0,1.1e-11,pfam16083,Phage_holin_3_3,80.0
463,640048527,NC_002523,640051112,pADAP_69,74293,74718,66004,640051112,NA,Cluster 797,28.0,134.0,1.5e-23,pfam00959,Phage_lysozyme,109.0
464,640048527,NC_002523,640051113,pADAP_70,74895,75344,66004,640051113,afp1_5,NA,15.0,145.0,4.1e-34,pfam06841,Phage_T4_gp19,134.0
465,640048527,NC_002523,640051114,pADAP_71,75363,76427,66004,640051114,afp2_3_4,NA,87.0,351.0,1.2e-34,pfam04984,Phage_sheath_1,464.0
466,640048527,NC_002523,640051115,pADAP_72,76447,77802,66004,640051115,afp2_3_4,NA,216.0,448.0,3.2e-36,pfam04984,Phage_sheath_1,464.0
467,640048527,NC_002523,640051116,pADAP_73,77842,79095,66004,640051116,afp2_3_4,NA,197.0,402.0,2.8e-10,pfam04984,Phage_sheath_1,464.0
468,640048527,NC_002523,640051117,pADAP_74,79095,79544,66004,640051117,afp1_5,NA,6.0,143.0,1.3000000000000002e-28,pfam06841,Phage_T4_gp19,134.0
472,640048527,NC_002523,640051121,pADAP_78,82001,82423,66004,640051121,afp9,NA,29.0,120.0,2.4e-16,pfam04965,GPW_gp25,95.0
478,640048527,NC_002523,640051127,pADAP_84,90825,92915,66004,640051127,afp15,NA,490.0,616.0,1.8e-26,pfam00004,AAA,132.0
479,640048527,NC_002523,640051128,pADAP_85,92986,93873,66004,640051128,afp16,NA,11.0,184.0,5.4e-27,pfam14065,DUF4255,178.0
482,640048527,NC_002523,640051131,pADAP_88,102492,103103,66004,640051131,NA,Cluster 3081,37.0,153.0,1.4e-19,pfam00665,rve,119.0
484,640069320,NC_009077,640138231,Mjls_0919,995621,996271,66056,640138231,NA,Cluster 6453,28.0,128.0,4.2e-06,pfam01966,HD,122.0
485,640069320,NC_009077,640138232,Mjls_0920,996487,999129,66056,640138232,NA,Cluster 2393,803.0,859.0,1.9e-13,pfam00196,GerE,57.0
486,640069320,NC_009077,640138233,Mjls_0921,999161,1001806,66056,640138233,NA,Cluster 436,750.0,880.0,1.5e-08,pfam03704,BTAD,146.0
487,640069320,NC_009077,640138234,Mjls_0922,1001779,1002309,66056,640138234,NA,Cluster 346,23.0,156.0,3.9e-12,pfam09684,Tail_P2_I,136.0
488,640069320,NC_009077,640138235,Mjls_0923,1002312,1004270,66056,640138235,afp11,NA,368.0,584.0,1.1e-14,pfam04865,Baseplate_J,255.0
489,640069320,NC_009077,640138236,Mjls_0924,1004272,1004712,66056,640138236,afp9,NA,25.0,117.0,1.9999999999999999e-22,pfam04965,GPW_gp25,95.0
490,640069320,NC_009077,640138237,Mjls_0925,1004715,1004999,66056,640138237,afp10,NA,7.0,84.0,7.000000000000001e-18,pfam05488,PAAR_motif,69.0
491,640069320,NC_009077,640138238,Mjls_0926,1005015,1006778,66056,640138238,afp8,NA,36.0,340.0,2.1e-06,pfam05954,Phage_GPD,304.0
493,640069320,NC_009077,640138240,Mjls_0928,1007549,1008001,66056,640138240,afp1_5,NA,14.0,145.0,2.6000000000000004e-28,pfam06841,Phage_T4_gp19,134.0
496,640069320,NC_009077,640138243,Mjls_0931,1010634,1011086,66056,640138243,afp1_5,NA,10.0,146.0,1.1e-29,pfam06841,Phage_T4_gp19,134.0
497,640069320,NC_009077,640138244,Mjls_0932,1011123,1012661,66056,640138244,afp2_3_4,NA,1.0,502.0,9.599999999999999e-93,pfam04984,Phage_sheath_1,464.0
498,640069320,NC_009077,640138245,Mjls_0933,1012896,1013615,66056,640138245,NA,Cluster 12,80.0,158.0,1.4999999999999999e-33,pfam13699,DUF4157,79.0
501,640069320,NC_009077,640138248,Mjls_0936,1019715,1021109,66056,640138248,NA,Cluster 808,80.0,269.0,1.2e-22,pfam13365,Trypsin_2,147.0
503,640069320,NC_009077,640138250,Mjls_0938,1022459,1024474,66056,640138250,afp15,NA,454.0,580.0,3.5e-23,pfam00004,AAA,132.0
504,640069320,NC_009077,640138251,Mjls_0939,1024471,1025163,66056,640138251,afp16,NA,4.0,180.0,1.4999999999999997e-45,pfam14065,DUF4255,178.0
505,640069320,NC_009077,640138252,Mjls_0940,1025252,1025875,66056,640138252,NA,Cluster 25,145.0,201.0,5.9e-15,pfam00196,GerE,57.0
506,640069320,NC_009077,640138253,Mjls_0941,1026030,1027034,66056,640138253,NA,Cluster 1948,2.0,236.0,2.8e-35,pfam09994,DUF2235,231.0
507,640069320,NC_009077,640138254,Mjls_0942,1027357,1028073,66056,640138254,NA,Cluster 1804,25.0,204.0,3.2e-16,pfam00753,Lactamase_B,197.0
508,640069320,NC_009077,640138255,Mjls_0943,1028181,1028642,66056,640138255,NA,Cluster 2072,1.0,84.0,6.2e-16,pfam02082,Rrf2,83.0
511,640196209,NZ_AAWS01000001,640217355,M23134_01831,14278,15252,66066,640217355,NA,Cluster 1898,2.0,312.0,3.6e-22,pfam12705,PDDEXK_1,272.0
513,640196209,NZ_AAWS01000001,640217357,M23134_01833,15707,16282,66066,640217357,afp16,NA,4.0,183.0,2.2e-29,pfam14065,DUF4255,178.0
515,640196209,NZ_AAWS01000001,640217359,M23134_01835,17292,18968,66066,640217359,afp2_3_4,NA,1.0,553.0,9e-33,pfam04984,Phage_sheath_1,464.0
516,640196209,NZ_AAWS01000001,640217360,M23134_01836,19107,19577,66066,640217360,afp1_5,NA,15.0,152.0,5.9e-30,pfam06841,Phage_T4_gp19,134.0
517,640196209,NZ_AAWS01000001,640217361,M23134_01837,19581,20072,66066,640217361,afp1_5,NA,15.0,142.0,4.0000000000000004e-21,pfam06841,Phage_T4_gp19,134.0
518,640196209,NZ_AAWS01000001,640217362,M23134_01838,20078,20560,66066,640217362,afp1_5,NA,19.0,156.0,1.3999999999999998e-20,pfam06841,Phage_T4_gp19,134.0
523,640196209,NZ_AAWS01000001,640217367,M23134_01843,23970,24380,66066,640217367,afp9,NA,29.0,121.0,4.2e-17,pfam04965,GPW_gp25,95.0
525,640196209,NZ_AAWS01000001,640217369,M23134_01845,24817,29292,66066,640217369,afp11,NA,1219.0,1404.0,1e-08,pfam04865,Baseplate_J,255.0
526,640196209,NZ_AAWS01000001,640217370,M23134_01846,29414,30922,66066,640217370,NA,Cluster 2206,391.0,449.0,3.3e-14,pfam13884,Peptidase_S74,58.0
527,640196209,NZ_AAWS01000001,640217371,M23134_01847,31103,32932,66066,640217371,NA,Cluster 2375,487.0,545.0,1.5e-14,pfam13884,Peptidase_S74,58.0
528,640196209,NZ_AAWS01000001,640217372,M23134_01848,33188,35041,66066,640217372,NA,Cluster 2429,501.0,559.0,6.1e-15,pfam13884,Peptidase_S74,58.0
531,640196209,NZ_AAWS01000001,640217375,M23134_01851,40518,41867,66066,640217375,NA,Cluster 10,243.0,369.0,6.800000000000001e-29,pfam00004,AAA,132.0
535,640196209,NZ_AAWS01000055,640224456,M23134_06072,24354,25196,66068,640224456,NA,Cluster 1702,15.0,267.0,4.7000000000000003e-54,pfam11306,DUF3108,226.0
536,640196209,NZ_AAWS01000055,640224457,M23134_06073,25407,26078,66068,640224457,NA,Cluster 1771,9.0,186.0,3.4e-06,pfam13519,VWA_2,172.0
537,640196209,NZ_AAWS01000055,640224458,M23134_06074,26421,29636,66068,640224458,NA,Cluster 2334,712.0,745.0,0.064,pfam00400,WD40,37.0
538,640196209,NZ_AAWS01000055,640224458,M23134_06074,26421,29636,66068,640224458,NA,Cluster 2334,975.0,1013.0,0.0058,pfam00400,WD40,37.0
539,640196209,NZ_AAWS01000055,640224459,M23134_06075,30045,31109,66068,640224459,NA,Cluster 1354,98.0,290.0,3.6e-18,pfam13568,OMP_b-brl_2,182.0
544,640196209,NZ_AAWS01000055,640224464,M23134_06080,39551,40090,66068,640224464,afp16,NA,8.0,174.0,3.9e-20,pfam14065,DUF4255,178.0
546,640196209,NZ_AAWS01000055,640224466,M23134_06082,41224,42828,66068,640224466,afp2_3_4,NA,70.0,530.0,2.2e-32,pfam04984,Phage_sheath_1,464.0
547,640196209,NZ_AAWS01000055,640224467,M23134_06083,42879,43346,66068,640224467,afp1_5,NA,11.0,150.0,1.2e-40,pfam06841,Phage_T4_gp19,134.0
548,640196209,NZ_AAWS01000055,640224468,M23134_06084,43486,44277,66068,640224468,afp1_5,NA,9.0,167.0,1.5999999999999998e-30,pfam06841,Phage_T4_gp19,134.0
552,640196209,NZ_AAWS01000055,640224472,M23134_06088,46851,47261,66068,640224472,afp9,NA,28.0,120.0,1.5e-22,pfam04965,GPW_gp25,95.0
